Model,Temperature,Question_UUID,Solution_Level_Validity,Solution_Level_Redundancy,Solution_Score_Shepherd
WizardMath-7B-V1.1,0.0,bd29bebd-0d3a-4700-90be-23c0c4c4e96c,0.8707886599004269,0.12231370806694031,0.921875
WizardMath-7B-V1.1,0.0,8eb87f9c-a87f-480d-9535-9595eb768e52,0.9166691079735756,0.05307285487651825,0.71533203125
WizardMath-7B-V1.1,0.0,44d71537-7235-409a-a71d-99b3507e5f5d,0.31149259209632874,0.139296293258667,0.1666259765625
WizardMath-7B-V1.1,0.0,a1da5e08-b962-482a-ab21-e69343273cf0,0.729139506816864,0.05232203006744385,0.32421875
WizardMath-7B-V1.1,0.0,aa0515fe-37a1-4503-b7f8-25e1ba3d22be,0.7907622829079628,0.1270722895860672,0.83544921875
WizardMath-7B-V1.1,0.0,2ae4dd98-0879-4046-965a-c55e5e1962a9,0.8194198459386826,0.1631767600774765,0.77978515625
WizardMath-7B-V1.1,0.0,2f905358-62c6-4f39-a3a1-af6c9f16ed2f,0.9795514196157455,0.21912716329097748,0.9609375
WizardMath-7B-V1.1,0.0,c7b1f8f8-98e9-442a-98cd-2b744354e46f,0.7903095483779907,0.09948993474245071,0.5
WizardMath-7B-V1.1,0.0,ecadb0f5-b04e-4851-af0f-8e1110ca982a,0.6742463009431958,0.12573036551475525,0.56201171875
WizardMath-7B-V1.1,0.0,7e1570b9-2699-4893-a5da-8fc8f71fef22,0.9437636844813824,0.03473564609885216,0.98583984375
WizardMath-7B-V1.1,0.0,a15e514c-3135-4f37-afcc-2a587784f377,0.944326451048255,0.09044815599918365,0.72802734375
WizardMath-7B-V1.1,0.0,56c23f93-3b9c-42c2-af38-ba953a551bd3,0.8131006546318531,0.057990919798612595,0.140380859375
WizardMath-7B-V1.1,0.0,48189923-48c6-4e54-af1d-22aade639774,0.8846036810427904,0.07821759581565857,0.9609375
WizardMath-7B-V1.1,0.0,49d31fb3-405a-49d8-bd3a-20a2eaa89f56,0.19529329612851143,0.10804329067468643,0.106689453125
WizardMath-7B-V1.1,0.0,ad3eaf6f-9abf-46f3-bf7f-18c4d5cece22,0.8791837990283966,0.1800203025341034,0.986328125
WizardMath-7B-V1.1,0.0,6c59c5fa-87f6-4938-a71f-bace2594cb5d,0.898525308817625,0.05797434225678444,0.9150390625
WizardMath-7B-V1.1,0.0,cb718e15-8177-4c33-8425-4c9506f6947b,0.8544209524989128,0.15453889966011047,0.81298828125
WizardMath-7B-V1.1,0.0,2e77112e-7b76-4426-89b0-9bd3f6db6e9f,0.9127893522381783,0.11022518575191498,0.3173828125
WizardMath-7B-V1.1,0.0,6439b446-a290-4367-b9b4-9e3d91ce3870,0.2772100633010268,0.0821315348148346,0.0271759033203125
WizardMath-7B-V1.1,0.0,acf11417-8124-49ff-8565-e1dea2181ad4,0.6386534981429577,0.06658152490854263,0.85595703125
WizardMath-7B-V1.1,0.0,0c765089-190d-4cf7-9dcb-4c906fbef772,0.5618039183318615,0.08915970474481583,0.77978515625
WizardMath-7B-V1.1,0.0,6768f927-633a-433b-891b-8c2812f221d1,0.7898024395108223,0.3723084032535553,0.9853515625
WizardMath-7B-V1.1,0.0,a48e245d-57c3-4c3e-a5e9-922584622911,0.9336702637374401,0.07958897948265076,0.90869140625
WizardMath-7B-V1.1,0.0,d6797e0d-1c02-4d50-a909-4b925679cf81,0.8045816607773304,0.08453413844108582,0.56982421875
WizardMath-7B-V1.1,0.0,1f02ef21-d66d-4dbf-9c8d-6a59f8ffd929,0.8503501266241074,0.09906043112277985,0.73095703125
WizardMath-7B-V1.1,0.0,3441c585-c90a-40d1-9492-556d273e44a5,0.8322862386703491,0.0501319020986557,0.307373046875
WizardMath-7B-V1.1,0.0,0920b124-4048-4fdf-9a79-049c5897acdf,0.6928636841475964,0.07922375947237015,0.763671875
WizardMath-7B-V1.1,0.0,b5d56d42-8ec7-4c25-b90e-e3e4d7d9d102,0.9192962870001793,0.08285366743803024,0.85986328125
WizardMath-7B-V1.1,0.0,c54d97dd-f6eb-4af7-b5b6-c62fea1ac270,0.8337281793355942,0.23647873103618622,0.822265625
WizardMath-7B-V1.1,0.0,790d80c0-a3cf-4b5c-8a71-69fd89983fdf,0.8297639824450016,0.09092267602682114,0.85009765625
WizardMath-7B-V1.1,0.0,a6cbaaf5-0b15-4174-a1a9-54ec38d004c2,0.8102353066205978,0.08723364770412445,0.32763671875
WizardMath-7B-V1.1,0.0,2074bd7a-3554-4d86-99e3-bccd3f1b5917,0.8990927850827575,0.019252875819802284,0.9501953125
WizardMath-7B-V1.1,0.0,a4917412-bce0-40f3-a786-6dddfe05909e,0.873627744615078,0.11410508304834366,0.94873046875
WizardMath-7B-V1.1,0.0,24cc436d-d35b-45e3-ae6f-fc575058dfe4,0.7533192224800587,0.04682938754558563,0.265869140625
WizardMath-7B-V1.1,0.0,e4727de4-d533-45d4-9f49-a562f9f6761f,0.42420241236686707,0.10742565989494324,0.1519775390625
WizardMath-7B-V1.1,0.0,fdfd4869-092a-4e98-8db7-0d276ea75c67,0.861366230994463,0.01818094030022621,0.85595703125
WizardMath-7B-V1.1,0.0,0a71e234-b79c-4ace-944b-d0294c0f69db,0.049999773036688566,0.019025124609470367,0.32080078125
WizardMath-7B-V1.1,0.0,5f415772-58b5-46c6-8b1a-886a2d7f761b,0.9251751620322466,0.20825396478176117,0.83544921875
WizardMath-7B-V1.1,0.0,4a737609-e6d5-476f-8303-91a0435353a2,0.7433474659919739,0.124775230884552,0.72509765625
WizardMath-7B-V1.1,0.0,f61dc078-e6be-475a-bde7-0157f284b4ab,0.6873183976858854,0.0663282498717308,0.662109375
WizardMath-7B-V1.1,0.0,f0bc55e8-9e1e-4f44-b82c-749ad0a44763,0.5190141145139933,0.09245721250772476,0.2147216796875
WizardMath-7B-V1.1,0.0,6529cb1b-ac43-49b9-af7e-0182fb03bbb3,0.9499188028275967,0.09024997055530548,0.896484375
WizardMath-7B-V1.1,0.0,aacc9615-28a3-4f04-9a18-6dbf0927e976,0.8913233354687691,0.09665753692388535,0.7216796875
WizardMath-7B-V1.1,0.0,0d4755e0-3449-4fac-9753-5ba466dec692,0.8978923931717873,0.08211872726678848,0.56982421875
WizardMath-7B-V1.1,0.0,47ed896d-08fe-4598-a99b-632d0da4170e,0.8508128672838211,0.10763920098543167,0.740234375
WizardMath-7B-V1.1,0.0,fd8f700e-4a30-492b-96ab-88caeb92ec64,0.6350163146853447,0.1472260057926178,0.035675048828125
WizardMath-7B-V1.1,0.0,b5214716-2f7b-4f5f-8459-25587bb8bef6,0.7086281701922417,0.0718565508723259,0.931640625
WizardMath-7B-V1.1,0.0,c757b08d-80e5-437a-897f-8549e9c79437,0.9083467088639736,0.06254323571920395,0.80810546875
WizardMath-7B-V1.1,0.0,60c88c4b-1cc8-43ef-84f3-7b95c0ae0a73,0.7643043100833893,0.05521930754184723,0.89306640625
WizardMath-7B-V1.1,0.0,67e15a37-b074-41b9-b388-0738135bfb66,0.373068617656827,0.21246182918548584,0.1500244140625
WizardMath-7B-V1.1,0.0,8bbbd222-7e21-4536-ac30-fc879fe7f06e,0.7321381270885468,0.21834932267665863,0.294189453125
WizardMath-7B-V1.1,0.0,9e9b148f-d483-435f-866f-1a48cf7dac01,0.9479331001639366,0.06327428668737411,0.986328125
WizardMath-7B-V1.1,0.0,8a1220d5-cdd1-409e-ba86-9fc3e34f924e,0.9464162066578865,0.05588299781084061,0.99560546875
WizardMath-7B-V1.1,0.0,d64872ca-294d-4723-8c8b-fa32c807cc9a,0.9214265160262585,0.13917961716651917,0.974609375
WizardMath-7B-V1.1,0.0,74e7d038-91fd-45a0-83d2-66bbece6d290,0.8023831099271774,0.10877393186092377,0.9775390625
WizardMath-7B-V1.1,0.0,623022f2-1d00-4ceb-9d33-bc6153eb7280,0.8952583074569702,0.3218470811843872,0.9912109375
WizardMath-7B-V1.1,0.0,661f58f5-270d-4c32-81cc-b1adb53711b4,0.8380813598632812,0.13947860896587372,0.57373046875
WizardMath-7B-V1.1,0.0,956e6b57-44b8-4dd2-b391-7fc0c9e71874,0.8352337889373302,0.18053419888019562,0.9638671875
WizardMath-7B-V1.1,0.0,2dcb39c9-5aad-4e8e-b902-861e99d6f69d,0.9686505608260632,0.053644340485334396,0.9033203125
WizardMath-7B-V1.1,0.0,ccd15004-5643-40c1-9334-f586b6c3a750,0.8666036510840058,0.14219288527965546,0.89013671875
WizardMath-7B-V1.1,0.0,e439b01a-9db6-4212-b8ad-55d99ecd9c1b,0.7768114171922207,0.03432489559054375,0.1800537109375
WizardMath-7B-V1.1,0.0,d05e0ab2-7bf6-49a2-8690-622bbf89c3f6,0.9357069581747055,0.15102419257164001,0.86328125
WizardMath-7B-V1.1,0.0,b01e07e3-45bf-4e5e-9ccc-9baee5a1de0c,0.9025724306702614,0.11246446520090103,0.98779296875
WizardMath-7B-V1.1,0.0,c9fcea20-16b3-4630-b05f-6170810b4d65,0.9461516868323088,0.11479129642248154,0.97705078125
WizardMath-7B-V1.1,0.0,cecce263-cf4b-4aa2-bd89-4d1efedcf0e0,0.7873468101024628,0.09461094439029694,0.87744140625
WizardMath-7B-V1.1,0.0,349537f1-f6fc-404c-9561-8c10c8dbd7c5,0.9082640111446381,0.3715238869190216,0.94580078125
WizardMath-7B-V1.1,0.0,52bfa9fe-de3c-434b-a19a-2a6380b1356c,0.8843762576580048,0.32265135645866394,0.92529296875
WizardMath-7B-V1.1,0.0,0199a464-9e48-4294-8fa2-c020c01e571d,0.689442865550518,0.22446978092193604,0.6826171875
WizardMath-7B-V1.1,0.0,d28d7f08-ae80-44dd-93fa-84bb5e1ca476,0.7547065392136574,0.12958073616027832,0.68603515625
WizardMath-7B-V1.1,0.0,72a476bc-0272-4b4b-aeed-7b66e843042a,0.9367503672838211,0.16169153153896332,0.77978515625
WizardMath-7B-V1.1,0.0,2ac6a2a4-3317-4870-8580-b882ae85f8d7,0.43008385319262743,0.08480513095855713,0.2281494140625
WizardMath-7B-V1.1,0.0,55080101-5872-4d17-a4c6-f1d335af07d1,0.9782834444195032,0.06238941475749016,0.437744140625
WizardMath-7B-V1.1,0.0,4546cddf-a7bf-4b6e-b9c9-19aeda1a7468,0.9314844766631722,0.13703565299510956,0.982421875
WizardMath-7B-V1.1,0.0,0fb39e91-1bf7-4ee3-bd25-2e9c646179a1,0.8492919057607651,0.08993194252252579,0.9609375
WizardMath-7B-V1.1,0.0,50550a4e-67fa-4071-b580-17f890049151,0.3037560787051916,0.27821460366249084,0.69287109375
WizardMath-7B-V1.1,0.0,219e9148-acfa-48b6-ace8-d7b8fd167363,0.3693297952413559,0.23139704763889313,0.1993408203125
WizardMath-7B-V1.1,0.0,bcd681a4-e943-4ac8-a840-1f09f51d4a8d,0.9447548631578684,0.0620187409222126,0.98046875
WizardMath-7B-V1.1,0.0,d4ec7076-6dcb-48e3-ba5b-b29d2adc483f,0.9432437494397163,0.037062156945466995,0.98583984375
WizardMath-7B-V1.1,0.0,4c2f882d-b4d7-4638-b708-eda32b8299d3,0.7413559034466743,0.11679298430681229,0.60400390625
WizardMath-7B-V1.1,0.0,11be4e10-1d58-4f33-970e-5c86f8de8c06,0.9233428239822388,0.05603599175810814,0.96337890625
WizardMath-7B-V1.1,0.0,e1443d46-3407-4862-9fb9-c59245da058f,0.8697691038250923,0.18062901496887207,0.89013671875
WizardMath-7B-V1.1,0.0,f34bcd97-45cd-4b20-a10e-e0ff56f7a30b,0.9840527065098286,0.01917671039700508,0.841796875
WizardMath-7B-V1.1,0.0,930e660a-cd59-429c-bf59-c4fd56edbc97,0.9377188151702285,0.03668659180402756,0.8291015625
WizardMath-7B-V1.1,0.0,4a9a317b-a02f-4207-8263-704b1d31ceea,0.8872542381286621,0.22786206007003784,0.51953125
WizardMath-7B-V1.1,0.0,b40fe388-23fa-4ce2-9dff-f3edd95203bc,0.8959486931562424,0.12467232346534729,0.392333984375
WizardMath-7B-V1.1,0.0,59ad1f6e-ab9b-4248-b917-6cdebc90daca,0.7896355204284191,0.17502093315124512,0.845703125
WizardMath-7B-V1.1,0.0,1f94decf-f63b-45f2-b829-17954e5945c8,0.9681788519956172,0.11963119357824326,0.262939453125
WizardMath-7B-V1.1,0.0,56c04f83-6f6b-486c-9b4f-0df37726a613,0.9309948794543743,0.1144149973988533,0.9443359375
WizardMath-7B-V1.1,0.0,154cffdf-c63e-4607-bda4-29a494c59d09,0.9574043452739716,0.14771375060081482,0.9501953125
WizardMath-7B-V1.1,0.0,290d42c0-546a-488e-bb5b-278249e1a742,0.9834400294348598,0.016024021431803703,0.94189453125
WizardMath-7B-V1.1,0.0,93ea4976-75df-4b1b-8560-987cc2714cb8,0.4225434325635433,0.17815139889717102,0.71240234375
WizardMath-7B-V1.1,0.0,83009b3e-870a-477d-9690-91e13f9a10d0,0.7744044959545135,0.17878656089305878,0.98388671875
WizardMath-7B-V1.1,0.0,449c2a93-3540-470d-b9c9-e5f61f835824,0.8052968680858612,0.13953036069869995,0.90576171875
WizardMath-7B-V1.1,0.0,d3c28712-9b64-4c84-9b07-642e89f9e271,0.8301370292901993,0.11717649549245834,0.9912109375
WizardMath-7B-V1.1,0.0,1ca8c118-80a0-4ed0-b4ec-f679d0623f88,0.9584451243281364,0.13185012340545654,0.8671875
WizardMath-7B-V1.1,0.0,33191670-5d82-40f6-b702-4d1b42116d5a,0.8112403284758329,0.15312698483467102,0.83349609375
WizardMath-7B-V1.1,0.0,b6a2b640-413a-4401-9c96-bc51eab03067,0.7462862879037857,0.22434048354625702,0.9150390625
WizardMath-7B-V1.1,0.0,ca997aba-6e4b-4d3b-8546-05f44fba228a,0.7382081486284733,0.08792486786842346,0.515625
WizardMath-7B-V1.1,0.0,f272aacb-977a-4e19-b14f-feada8aca81f,0.08265847899019718,0.1242617815732956,0.0271759033203125
WizardMath-7B-V1.1,0.0,8da66eec-4cfe-4e4a-9920-bc4d0f5eee9c,0.9485093224793673,0.13940155506134033,0.5927734375
WizardMath-7B-V1.1,0.0,60a5a9ab-b43d-4b37-a8b0-6e34f92ff807,0.8707886599004269,0.12231370806694031,0.921875
WizardMath-7B-V1.1,0.0,4b3636e0-cbe1-4bdd-9fa9-83dbb5df39f0,0.9166691079735756,0.05307285487651825,0.71533203125
WizardMath-7B-V1.1,0.0,c626f932-b61b-496e-8a35-37baacdb794b,0.31149259209632874,0.139296293258667,0.1666259765625
WizardMath-7B-V1.1,0.0,4db73a1c-d32a-4b6e-a531-bd97ea0294ab,0.729139506816864,0.05232203006744385,0.32421875
WizardMath-7B-V1.1,0.0,b77d0487-3f31-4a04-887f-87120e19ac74,0.7907622829079628,0.1270722895860672,0.83544921875
WizardMath-7B-V1.1,0.0,8062be37-7875-493f-903f-a70f938c41cd,0.8194198459386826,0.1631767600774765,0.77978515625
WizardMath-7B-V1.1,0.0,ddb36ba9-1cc6-4f6a-9dc2-d0f544e1a0fe,0.9795514196157455,0.21912716329097748,0.9609375
WizardMath-7B-V1.1,0.0,42d14201-05a8-4750-9248-115a72371977,0.7903095483779907,0.09948993474245071,0.5
WizardMath-7B-V1.1,0.0,3ecd4a23-2e69-4986-8e6f-ce8f0520fd3c,0.6742463009431958,0.12573036551475525,0.56201171875
WizardMath-7B-V1.1,0.0,b58d0ab0-8957-4319-b66f-5edf9bf02563,0.9437636844813824,0.03473564609885216,0.98583984375
WizardMath-7B-V1.1,0.0,2c8e8401-8fbf-48f5-8127-ed975921ec63,0.944326451048255,0.09044815599918365,0.72802734375
WizardMath-7B-V1.1,0.0,1fcd3067-5031-40d2-ae3a-e2d8874adaf0,0.8131006546318531,0.057990919798612595,0.140380859375
WizardMath-7B-V1.1,0.0,6bc8c795-86a9-4f3e-a501-0c9066bccfe6,0.8846036810427904,0.07821759581565857,0.9609375
WizardMath-7B-V1.1,0.0,b9dba683-461b-40e1-8f8d-3537c32af1ea,0.19529329612851143,0.10804329067468643,0.106689453125
WizardMath-7B-V1.1,0.0,96f9b421-4488-47c2-8331-b34af4c767af,0.8791837990283966,0.1800203025341034,0.986328125
WizardMath-7B-V1.1,0.0,0d1c4922-00fd-49b3-9c96-2b505a4d98f7,0.898525308817625,0.05797434225678444,0.9150390625
WizardMath-7B-V1.1,0.0,8adcc722-df8e-4d32-b0aa-be133b97d0c0,0.8544209524989128,0.15453889966011047,0.81298828125
WizardMath-7B-V1.1,0.0,92a6339a-16aa-470d-83d0-c23e48a5ba44,0.9127893522381783,0.11022518575191498,0.3173828125
WizardMath-7B-V1.1,0.0,193c4f41-7b10-4b63-917e-a8528b49d824,0.2772100633010268,0.0821315348148346,0.0271759033203125
WizardMath-7B-V1.1,0.0,5c3f348e-818f-4e8b-9bfc-88b313d7fc60,0.6386534981429577,0.06658152490854263,0.85595703125
WizardMath-7B-V1.1,0.0,a2141667-b577-4682-8b99-965119fd9d96,0.5618039183318615,0.08915970474481583,0.77978515625
WizardMath-7B-V1.1,0.0,011f3d2f-bce6-4392-976e-5aa5d3a07152,0.7898024395108223,0.3723084032535553,0.9853515625
WizardMath-7B-V1.1,0.0,0d52ec44-2b09-4629-bf27-df761d34587c,0.9336702637374401,0.07958897948265076,0.90869140625
WizardMath-7B-V1.1,0.0,004ba21e-2c45-421c-8a2f-e4063f9e830b,0.8045816607773304,0.08453413844108582,0.56982421875
WizardMath-7B-V1.1,0.0,fd003d80-0468-4729-93f7-d92b6692466e,0.8503501266241074,0.09906043112277985,0.73095703125
WizardMath-7B-V1.1,0.0,1da20590-be8b-4e34-bdb0-061ad34d48d2,0.8322862386703491,0.0501319020986557,0.307373046875
WizardMath-7B-V1.1,0.0,a5dc5134-3870-42ee-b25f-0d7ec9dfd0fc,0.6928636841475964,0.07922375947237015,0.763671875
WizardMath-7B-V1.1,0.0,e6c7687d-5596-4f8a-b5e4-e0f4e2c8e3f9,0.9192962870001793,0.08285366743803024,0.85986328125
WizardMath-7B-V1.1,0.0,d09f224c-c736-4617-945b-9d74b1aa3ac4,0.8337281793355942,0.23647873103618622,0.822265625
WizardMath-7B-V1.1,0.0,7edfe0e3-57ec-4519-a6f9-1009d6123437,0.8297639824450016,0.09092267602682114,0.85009765625
WizardMath-7B-V1.1,0.0,b1c245b2-e765-4206-9b4e-89d2d7a5cfac,0.8102353066205978,0.08723364770412445,0.32763671875
WizardMath-7B-V1.1,0.0,9e4d0671-713c-4066-8ef7-b7c222940184,0.8990927850827575,0.019252875819802284,0.9501953125
WizardMath-7B-V1.1,0.0,5856cfa4-8e67-4803-84c8-bf7d5409bdb1,0.879686564207077,0.11801502108573914,0.96044921875
WizardMath-7B-V1.1,0.0,3d0bfc36-6e64-4c29-878f-a820923e9d1f,0.7533192224800587,0.04682938754558563,0.265869140625
WizardMath-7B-V1.1,0.0,bbd2d8b8-14d1-459b-83bb-2219b9803078,0.42420241236686707,0.10742565989494324,0.1519775390625
WizardMath-7B-V1.1,0.0,035a0480-90e5-4bd9-8f27-bb61a3115280,0.861366230994463,0.01818094030022621,0.85595703125
WizardMath-7B-V1.1,0.0,2974c27e-d71b-4248-85d9-f95a72db1fc8,0.049999773036688566,0.019025124609470367,0.32080078125
WizardMath-7B-V1.1,0.0,6ee52b24-645f-462b-a79b-bec430ed67dc,0.9251751620322466,0.20825396478176117,0.83544921875
WizardMath-7B-V1.1,0.0,78257272-64ff-4480-b80a-0496a1306742,0.7433474659919739,0.124775230884552,0.72509765625
WizardMath-7B-V1.1,0.0,7d96fcab-f915-473c-90a8-3dbbac17560b,0.6873183976858854,0.0663282498717308,0.662109375
WizardMath-7B-V1.1,0.0,9202b1b1-c017-48b8-8b99-2b8e06f9af6a,0.5190141145139933,0.09245721250772476,0.2147216796875
WizardMath-7B-V1.1,0.0,017bf87a-58ed-4498-93b7-f80d6c7616dc,0.9499188028275967,0.09024997055530548,0.896484375
WizardMath-7B-V1.1,0.0,21a29b9a-d65e-4cc8-a6cd-127f8620126e,0.8913233354687691,0.09665753692388535,0.7216796875
WizardMath-7B-V1.1,0.0,8b5de0d2-51c3-4c6d-987f-b5c5c3d7436f,0.8978923931717873,0.08211872726678848,0.56982421875
WizardMath-7B-V1.1,0.0,717cfe87-60d0-48d6-9a1a-3909611f8a74,0.8508128672838211,0.10763920098543167,0.740234375
WizardMath-7B-V1.1,0.0,5331430a-69ae-4c9f-a7cd-e7e8cad4f627,0.6350163146853447,0.1472260057926178,0.035675048828125
WizardMath-7B-V1.1,0.0,34f599c8-3b7f-47f1-9cfb-0f04eab7c67d,0.7086281701922417,0.0718565508723259,0.931640625
WizardMath-7B-V1.1,0.0,e4e8340e-93fd-4a80-9ee3-a3c7c14d8af7,0.9083467088639736,0.06254323571920395,0.80810546875
WizardMath-7B-V1.1,0.0,14c5fd90-2064-487e-a855-4fae60d87ac1,0.7643043100833893,0.05521930754184723,0.89306640625
